dataName,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data,data
0.803209938,0.333143433,0.046125194,0.298997979,0,0.129880863,0.12005939,0.057336402,0.145960833,0,0.000397338,0.37059634,0.001490017,0.013468181,0.013012814,0.006556074,0.048177213,0.072116817,0,0.316278496,0,0.003675375,0,0,0.002781365,0.000198669,0,0.396610614,0.006754743,0,0,0,0,0,0.726538943,0,0.013012814,0.082447601,0.00556273,0.191181882,0.56131705,0.760623298,0.242794954,0,0.001986689,0,0.035065064,0,0.019568888,0,0,0,0.001490017,0.009238105,0,0,0.013708155,0,0.121724085,0.506139676,0,0.269723696,0.466613799,0.822686929,0.015736148,0,0,0.000496672
0.022980183,0.563234493,0.949317041,0.903779369,0,0.626516592,0.149662505,0.660184978,0.944269905,0,0.000993345,0.61490761,0,0,0,0.000993345,0.00268203,0.012118804,0.00735075,0.399025408,0,0.001192014,0,0,0,0,0,0.52763948,0.005165392,0,0,0,0,0,0.933389578,0,0.000397338,0.020860236,0.011423463,0.16929069,0.681925102,0.772847933,0,0,0,0,0.029701003,0,0.126850104,0.006258071,0.037945763,0.001092679,0.00089401,0.006556074,0,0,0,0,0.507650971,0.649919988,0,0.993262187,0.432119624,0.987834051,0.328907108,0,9.93E-05,0.007450084
0.99978394,0.899026189,0.158183775,0.48303938,0,0,0.014690548,0.402658553,0.603237055,0,9.93E-05,0.79372676,0.000397338,0,0.008940101,0.004966723,0.025032284,0.009933446,0.001092679,0.478612494,0,0.000993345,0,0,0.002483361,0,0,0.823502338,0.000496672,0.003874044,0,0,0,0,0.73469186,9.93E-05,0,0,0,0.592804808,0.884107828,0.011481364,0,0,0.001490017,0,0,0,0.95313252,0.144452889,0.847395639,0.019027228,0.471900098,0.733767957,0.155972949,0.572706923,0.785052619,0.442497762,0.138993698,0.547808023,0,0,0.801157888,0.552117407,0.334788122,0,0,0
0.795072733,0.334349001,0.813190329,0.32623412,0,0,0.168174175,0.500528114,0.817746875,0,0,0,0,0,0.003377372,0,0.027018973,0.005165392,0,0.00640948,0.007251416,0.002185358,0,0,0,0,0,0.200972713,0.003675375,0,0,0.000198669,0,0,0.512961119,0,0.001887355,0.002781365,0,0.658609383,0.653986958,0.6755318,0,0,0.003278037,0,0.001390682,0.001589351,0.014304162,0.000596007,0.001688686,0.001291348,0.007152081,0.000397338,0.365866079,0.489333694,0.000496672,0.283872899,0,0.202811633,0,0,0.734158871,0.144040587,0.064846771,0,0.000695341,0.000496672
0.688800614,0.786035282,0.602230378,0.665611826,0.01890444,0.396969676,0.605218819,0.025135526,0.287771793,0.186602205,0.172319386,0.691862909,0.982106338,0.226736127,0.810231718,0.594040265,0.807065512,0.898622601,0.425392155,0.466479084,0.33688144,0.636748882,0.441846319,0.694871451,0.001092679,0.001390682,0,0.70676268,0,0,0.001192014,0.000496672,0,0,0.94047399,0,0,0.002483361,0,0.552794061,0.621219545,0.297743416,0,0,0.00178802,0.000993345,0,0,0.001589351,0,0,0,0.004470051,0,0.527903161,0.674255412,0.004569385,0.373287905,0,0.803967117,0,0,0,0,0.623502792,0,0,0.003377372
0.954005711,0.311376379,0.787033517,0.72958322,0,0.153616081,0.228154063,0,0.173914661,0,0,0,0.000397338,0,0,0,0.000496672,0.575765993,0.015893513,0,0.017582199,0,0.281975995,0.503899064,0.001092679,0,0,0.206647072,0.001490017,0,0.000496672,0,0,0,0.309426677,0,0,0.000596007,0,0.450380373,0.35185232,0.404262925,0,0,0,0,0,0,0.000596007,0,0.007052747,0.006655409,0.146120989,0,0.376503983,0.555311907,0.019866892,0.763668309,0,0.903993065,0.007450084,0,0,0,0.402329331,0,0,0
0.851689455,0.272592256,0.727922564,0.658580464,0,0.475210211,0.166487714,0,0.389238582,0,0,0,0.001589351,0,0,0,0.001192014,0.845556285,0.002284693,0,0.007748088,0.002284693,0.092092697,0.605377506,0.001092679,0,0,0.736670983,0.002582696,0,0.001688686,0,0,0,0.252773762,0,0,0.000198669,0,0.654365594,0.30514465,0.539874161,0,0,0.000198669,0,0,0,0.000596007,0,0,0.002086024,0.035661071,0,0.591232941,0.207087063,0.036257078,0.886960374,0,0.485198792,0.004072713,0,0,9.93E-05,0.942372786,0,0,0
0.640734462,0.374130203,0.905630689,0.101695291,0,0.205534534,0.410495911,0,0.606056722,0,0,0,0.000298003,0,0,0,0.000993345,0.606843736,0.024237608,0,0.018674878,0,0.77034752,0.469379171,0.001092679,0,0,0.070451705,0.001490017,0,0.000596007,0,0,0,0.925027006,0,0,0,0,0.033693087,0.44517383,0.714291274,0,0,0,0,0,0,0.000397338,0.000596007,0.005264726,0.008741432,0.134796861,0,0.803249117,0.265437173,0.015098838,0.397254516,0,0.682342441,0.009039436,0,0,0,0.410659023,0,0,0
0.949477939,0.036842098,0.509012885,0.763572563,0,0.925624425,0.382392711,0,0.525195094,0,0.000596007,0.000397338,0.000794676,0,0.002880699,0.000993345,0.044203834,0.189291226,0.001589351,0.003675375,0.021356909,0.006258071,0.158802628,0.428410455,0.001092679,0,0,0.020221876,0.004271382,0.000298003,0.000993345,0,0,0,0.462829272,0,0.008741432,0.018376875,0,0.523822276,0.163765534,0.636745785,0,0,0.01827754,0,0.014800834,0.00268203,0.007748088,0.001589351,0.009834111,0.004569385,0.011026125,0.00268203,0.871164712,0.573360161,0.008542763,0.681754295,0,0.095618694,0,0,0,0,0.649930354,0,0,0.001390682
0.121332286,0.985530654,0.570497589,0.525071254,0,0.993201599,0.415801156,0,0.738057973,0,0,0,0,0,0.010231449,0,0.114433297,0.834672805,0.002284693,0.000794676,0.010529453,0.003576041,0.280435873,0.017920059,0.001092679,0,0,0.537459856,0.003377372,0,0,9.93E-05,0,0,0.832912767,0,0.007748088,0.017979537,0,0.038669266,0.941507889,0.854742866,0,0,0.005761399,0,0,0.001887355,0.020661567,9.93E-05,0.003874044,0.00268203,0.014105493,0.000198669,0.288839535,0.827895142,0.002781365,0.192425806,0,0.340712864,0,0,0,0,0.450150989,0,0.00089401,0.000496672
0.335276154,0.988452929,0.602465366,0.098717036,0,0.08589824,0.113750076,0.000794676,0.482753215,0,0,0,0,0,0.013112149,0.001688686,0.116419986,0.552542494,0,0.001291348,0.0147015,0.003377372,0.708923695,0.91412555,0.001092679,0,0,0.866371679,0.008642098,0.001490017,0.000794676,0.000695341,0,0,0.043043699,0,0.006059402,0.016290851,0,0.676126535,0.991386088,0.043606985,0,0,0.003178703,0.00089401,0.000298003,0.001986689,0.012615476,0.000198669,0.00089401,0.002384027,0.010728122,0.00089401,0.780402538,0.793727819,0.001390682,0.872478601,0,0.028675875,0,0,0,0,0.522276224,0,0.000198669,0
0.018636954,0.986064956,0.404188829,0.907251491,0,0.853780357,0.583270231,0.002284693,0.875105445,0,0,0.000198669,0,0,0.012516142,0.002384027,0.127247442,0.547586121,0.002781365,0,0.02026423,0.003973378,0.604809381,0.163051901,0.001092679,0,0,0.762446037,0.006059402,0.000596007,0.000397338,0.000794676,0,0,0.154526299,0,0.00735075,0.012218138,0,0.576263105,0.159342865,0.853013376,0,0,0.005066057,0.004867388,0.002483361,0.002483361,0.002284693,9.93E-05,0.000794676,0.001390682,0.003675375,0.000397338,0.402728955,0.994584911,0.002384027,0.825644817,0,0.475744452,0,0,0,0,0.356076521,0,0,0
0.13948659,0.28700834,0.294639907,0.555144038,0,0.949288493,0.001092679,0,0.339337602,0,0,0,0.002384027,0,0,0,0.006655409,0.73476896,0,0,0.00268203,0,0.265775538,0.901196204,0.001092679,0,0.003476706,0.583134768,0.003675375,0,0.001092679,0.001092679,0,0,0.566645095,0,0.001192014,0,0,0.143722067,0.620277805,0,0,0,0,0,0,0,0.00089401,0,0,0,0,0,0.234148099,0.073296113,0,0.248650347,0,0.454782493,0,0,0,0,0.978114523,0,0.000198669,0.01003278
0.51767754,0.994100263,0.868079357,0.282289057,0,0.290897661,0.000496672,0,0.674202519,0,0.001192014,0,0.001887355,0,0,0,0.014403497,0.756127207,0,0,0.003973378,0,0.365089092,0.990985058,0.001092679,0.006655409,0,0.628059648,0.005761399,0,0.000794676,0.00268203,0,0,0.577500424,0,0.000198669,0,0,0.693948122,0.063664662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052190714,0.205554599,9.93E-05,0.45336943,0,0.656877885,0,0,0,0,0.511474506,0,0,0.003079368
0.618062625,0.129575428,0.391230352,0.564026891,0,0.552319565,0.000298003,0.003377372,0.998724593,0,0.001291348,0,0.002284693,0,0,0,0.014602165,0.93686472,0,0,0.00735075,0,0.562426529,0.486821704,0.001092679,0,0,0.541490552,0.008840767,0,0.000596007,0.002086024,0,0,0.478847178,0,0,0,0,0.750563123,0.233425205,0,0,0,0.001092679,0.001390682,0,0,0.000397338,0,0,0,0,0,0.9078443,0.405062067,0,0.30102188,0,0.894095592,0,0,0,0,0.092437797,0,0,0.002980034
0.193846371,0.474490005,0.04488972,0.160986259,0,0,0,0.000695341,0.565828084,0,0,0,0,0,0,0,0.00824476,0.641007552,0,0,0.004172047,0.004768054,0.766092159,0.270015124,0.001092679,0,0,0.425961008,0,0,0,0,0,0,0.443151015,0,0,0,0,0.780502439,0.803804237,0,0,0,0.030396344,0,0.001390682,0,0,0,0,0,0.00089401,0,0.126857244,0.245459341,0.01380749,0.471866664,0,0.067535078,0,0,0,0,0.394034334,0,0,0.000993345
0.418560614,0.442459067,0.386186085,0.218069097,0,0,0,0,0.749377383,0,0,0.000695341,0.000198669,0,0.001390682,0.001986689,0.068441442,0.723566767,0.005066057,0.00268203,0.012118804,0.00178802,0.119290114,0.877199337,0.018774213,0,0,0.616201905,0,0.00089401,0,0,0.062978047,0,0.907907373,0,0.000298003,0.029999007,0,0.738823306,0.027991246,0,0,0,0.038839774,0,0,0,0.001390682,0,0,0,0.000397338,0,0.854681248,0.521725217,0.025131618,0.920417722,0,0.22073377,0,0,0,0,0.639148153,0,0.001192014,0
0.273422752,0.765092383,0.928880223,0.912941972,0,0,0,0,0.505431988,0,0,0.002384027,0,0,0.001490017,0.003377372,0.102314493,0.709599717,0.026621635,0.004271382,0.025926294,0,0,0,0.018078872,0,0,0.715655674,0,0,0,0,0.014403497,0,0.843513229,0,0,0.059402007,0.011324128,0.772137067,0.62260837,0.001589351,0,0,0.046091189,0,0,0,0,0,0,0,0,0,0.186993933,0.2498556,0.04966723,0.261939357,0,0.459741115,0,0,0,0,0.049815873,0,0,0
0.109047401,0.117883058,0.967568933,0.620140192,0,0,9.93E-05,0.002384027,0.160664435,0,0,0,0.001390682,0,0.016688189,0.010231449,0.116817324,0.104996523,0.006953412,0.001192014,0.008642098,0.005066057,0,0,0.003079368,0,0,0.88519309,0.000298003,0,0,0,0.000198669,0.001092679,0.39600695,0,0,0.040429125,0.00556273,0.426081613,0.934775965,0.000596007,0,0,0.037747094,0.003476706,0,0,0.001490017,0.000496672,0.004768054,0,0,0.000298003,0.153783393,0.904993117,0.026820304,0.472766545,0,0.446049888,0,0,0,0,0.462395999,0,0,0
0.887843959,0.331697588,0.681210742,0.343958609,0,0,0,0,0.965621626,0,0,0.003973378,0.001589351,0,0.004172047,0.006059402,0.0441045,0.046985199,0,0,0.022449588,0.010728122,0,0,0,0,0,0.320930842,0.00556273,0,0,0,0.003576041,0.006258071,0.231749904,0,0,0.030992351,0,0.846384593,0.337005074,0,0,0,0.039833118,0.002880699,0.001688686,0,0,0.000198669,0.005860733,0,0.005761399,0.007946757,0.397621554,0.859785704,0.013211483,0.068791081,0,0.414608452,0,0.019270885,0,0,0.983867785,0,0,0
0.637305558,0.695598107,0.413469887,0.226367458,0,0,0,0,0.476838788,0,0,0,0,0,0.005960068,0.002980034,0.0559253,0.039932453,0.003476706,0.002483361,0.014204828,0.00089401,0.001192014,0.002781365,0.02761498,0,0,0.42640182,0,0.006854078,0.000496672,0,0.008443429,0,0.633891166,0,0,0.017482865,0,0.337114449,0.943365648,0.000695341,0,0,0.027416311,0,0,0.001291348,0.001589351,9.93E-05,0,0,0.00089401,0,0.063308172,0.041938931,0.02026423,0.291796625,0,0.089244416,0,0,0,0,0.89144243,0,0.000993345,0
0.092508413,0.945138848,0.160904861,0.48105386,0,0,0,0,0.974974636,0,0,0.000596007,0,0,0,0.002980034,0.083440946,0.062481375,0.00735075,0.003874044,0.014204828,0.003278037,0.001887355,0.001490017,0.018674878,0,0,0.269665392,0,0,0,0,0.023740936,0,0.446596196,0,0,0.023442932,0,0.371265702,0,0,0,0,0.067249429,0,0,0,0.001291348,0,0,0,0,0,0.885114714,0.391389945,0.027217642,0.532089914,0,0.797573634,0,0,0,0,0.153378977,0,0.000397338,0
0.85606832,0.601715965,0.781538112,0.765296984,0,0,0,0,0.239509498,0,0,0.000397338,0,0,0,0.00178802,0.062680044,0.049369226,0.006754743,0.001390682,0.00913877,0.002781365,0,0,0.00824476,0,0,0.088741529,0,0,0,0,0.029999007,0,0.916154894,0,0.000198669,0.047481871,0,0,0,0,0,0,0.047481871,0,0,0.000794676,0.001490017,0,0,0,0,0,0.500824878,0.136838453,0.025330287,0.681488933,0,0.811751689,0,0,0,0,0.756961947,0,0.000794676,0
0.64043444,0.719314814,0.104733994,0.959716772,0,0,0,0,0.55466651,0,0,0,0.004172047,0,0,0.002086024,0.057713321,0.046985199,0.00556273,0.001887355,0.008840767,0.003476706,0.00178802,0,0.010728122,0,0,0.262469671,0,0,0.003576041,0,0.024932949,0,0.7215639,0,0.000397338,0.049567895,0,9.93E-05,0,0,0,0,0.031787027,0,0,0.000298003,0.001589351,0,0,0,0.000993345,0,0.876389753,0.985295332,0.023144929,0.204920512,0,0.231911345,0,0,0,0,0.841956617,0,0.001092679,0
0.42240143,0.376969745,0.256439085,0.327288047,0,0,0,0,0.624404309,0,0,0,0.005463395,0,0.010132115,0.006357405,0.064170061,0.071520811,0.00089401,0,0.01380749,0.005165392,0.00178802,0.001192014,0.005860733,0,0,0.383110908,0.002781365,0.00089401,0,0,0.001490017,0.003377372,0.640121108,0,0,0.018376875,0.000496672,0,0,0,0,0,0.019270885,0,0.00089401,0.007847422,0.082447601,0.00178802,0.001390682,0,0.002880699,0.005662064,0.517101591,0.544716118,0.03208503,0,0,0.419414071,0,0,0,0,0.774803823,0,0.002086024,9.93E-05
0.849007268,0.796174587,0.166524136,0.779440892,0,0,0,0,0.655584574,0,0.000596007,0,0,0,0.004271382,0.007450084,0.085626304,0.029005662,0,0,0.140955597,0.006754743,0,0.00089401,0,0,0,0.246854595,0.000993345,0,0,0,0,0.000397338,0.402916537,0,0,0.011324128,0,0.001390682,0,0,0,0,0.013708155,0.00089401,0,0.001490017,0.019171551,0.004569385,9.93E-05,0,0.001192014,0.00178802,0.222038661,0.004172047,0.010231449,0,0,0.6206905,0,0,0,0,0.005463395,0,0,0
